Sr.no,Reserve,KillID,SampleID,SampleType,SampleCategory,Season,Species,AllSNPTyped,FilteredSNP,IndSuccess
579,Bandhavgarh,C04-BTR21-085,C04-BTR21-085-SH02,SHED HAIR,Post predation,Monsoon,Tiger,4,4,No
580,Bandhavgarh,C04-BTR21-085,C04-BTR21-085-SH03,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
581,Bandhavgarh,C04-BTR21-086,C04-BTR21-086-SH01,SHED HAIR,Predation,Monsoon,Tiger,4,4,No
582,Bandhavgarh,C04-BTR21-087,C04-BTR21-087-SC01-A-B,SCAT,Post predation,Monsoon,Tiger,88,80,Yes
583,Bandhavgarh,C04-BTR21-087,C04-BTR21-087-SC02-A-B,SCAT,Post predation,Monsoon,Tiger,4,4,No
584,Bandhavgarh,C04-BTR21-087,C04-BTR21-087-SH01,SHED HAIR,Predation,Monsoon,Tiger,72,67,Yes
585,Bandhavgarh,C04-BTR21-087,C04-BTR21-087-SH02,SHED HAIR,Post predation,Monsoon,Tiger,60,56,Yes
586,Bandhavgarh,C04-BTR21-087,C04-BTR21-087-SL01,SALIVA,Post predation,Monsoon,Tiger,79,74,Yes
587,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SC01-A-B,SCAT,Post predation,Monsoon,Tiger,31,30,No
588,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SC02-A-B,SCAT,Post predation,Monsoon,Tiger,8,8,No
589,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SC03-A-B,SCAT,Post predation,Monsoon,Tiger,31,31,No
590,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SH02,SHED HAIR,Post predation,Monsoon,Tiger,6,6,No
591,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SL01,SALIVA,Predation,Monsoon,Tiger,7,7,No
592,Bandhavgarh,C04-BTR21-088,C04-BTR21-088-SL02,SALIVA,Predation,Monsoon,Tiger,40,38,No
593,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SC01,SCAT,Post predation,Monsoon,Tiger,71,67,Yes
594,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SH01,SHED HAIR,Predation,Monsoon,Tiger,0,0,No
595,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SH02,SHED HAIR,Post predation,Monsoon,Tiger,4,4,No
596,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SH03,SHED HAIR,Post predation,Monsoon,Tiger,4,4,No
597,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SL01,SALIVA,Post predation,Monsoon,Tiger,6,6,No
598,Bandhavgarh,C04-BTR21-089,C04-BTR21-089-SL02,SALIVA,Post predation,Monsoon,Tiger,5,5,No
599,Bandhavgarh,C04-BTR21-090,C04-BTR21-090-SH01,SHED HAIR,Post predation,Monsoon,Tiger,49,47,Yes
600,Bandhavgarh,C04-BTR21-090,C04-BTR21-090-SL01,SALIVA,Post predation,Monsoon,Tiger,3,3,No
601,Bandhavgarh,C04-BTR21-090,C04-BTR21-090-SL02,SALIVA,Post predation,Monsoon,Tiger,105,93,Yes
602,Bandhavgarh,C04-BTR21-091,C04-BTR21-091-SH01,SHED HAIR,Post predation,Monsoon,Tiger,93,84,Yes
603,Bandhavgarh,C04-BTR21-091,C04-BTR21-091-SH02,SHED HAIR,Post predation,Monsoon,Tiger,98,85,Yes
604,Bandhavgarh,C04-BTR21-091,C04-BTR21-091-SH03,SHED HAIR,Post predation,Monsoon,Tiger,65,61,Yes
605,Bandhavgarh,C04-BTR21-091,C04-BTR21-091-SH04,SHED HAIR,Predation,Monsoon,Tiger,101,90,Yes
606,Bandhavgarh,C04-BTR21-092,C04-BTR21-092-SH01,SHED HAIR,Post predation,Monsoon,Tiger,100,91,Yes
607,Bandhavgarh,C04-BTR21-092,C04-BTR21-092-SH02,SHED HAIR,Post predation,Monsoon,Tiger,6,6,No
608,Bandhavgarh,C04-BTR21-092,C04-BTR21-092-SL01,SALIVA,Predation,Monsoon,Tiger,5,5,No
609,Bandhavgarh,C04-BTR21-092,C04-BTR21-092-SL02,SALIVA,Post predation,Monsoon,Tiger,61,57,Yes
610,Bandhavgarh,C04-BTR21-102,C04-BTR21-102-SH01,SHED HAIR,Post predation,Monsoon,Tiger,62,58,Yes
611,Bandhavgarh,C04-BTR21-102,C04-BTR21-102-SH02,SHED HAIR,Post predation,Monsoon,Tiger,74,67,Yes
612,Bandhavgarh,C04-BTR21-102,C04-BTR21-102-SH03,SHED HAIR,Predation,Monsoon,Tiger,86,78,Yes
613,Bandhavgarh,C04-BTR21-119,C04-BTR21-119-SH01,SHED HAIR,Predation,Winter,Tiger,4,4,No
614,Bandhavgarh,C04-BTR21-119,C04-BTR21-119-SH02,SHED HAIR,Post predation,Winter,Tiger,52,50,Yes
615,Bandhavgarh,C04-BTR21-119,C04-BTR21-119-SH03,SHED HAIR,Post predation,Winter,Tiger,92,83,Yes
616,Bandhavgarh,C04-BTR21-123,C04-BTR21-123-SH01,SHED HAIR,Predation,Winter,Tiger,85,77,Yes
617,Bandhavgarh,C04-BTR21-123,C04-BTR21-123-SH02,SHED HAIR,Post predation,Winter,Tiger,73,68,Yes
618,Bandhavgarh,C04-BTR21-123,C04-BTR21-123-SH03,SHED HAIR,Post predation,Winter,Tiger,59,55,Yes
619,Bandhavgarh,C04-BTR21-123,C04-BTR21-123-SH04,SHED HAIR,Post predation,Winter,Tiger,73,67,Yes
620,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SH01,SHED HAIR,Predation,Winter,Tiger,78,72,Yes
621,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SH02,SHED HAIR,Post predation,Winter,Tiger,53,51,Yes
622,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SH03,SHED HAIR,Post predation,Winter,Tiger,64,60,Yes
623,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SH04,SHED HAIR,Post predation,Winter,Tiger,58,55,Yes
624,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SH05,SHED HAIR,Post predation,Winter,Tiger,67,64,Yes
625,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SL01,SALIVA,Post predation,Winter,Tiger,4,4,No
626,Bandhavgarh,C04-BTR21-125,C04-BTR21-125-SL02,SALIVA,Post predation,Winter,Tiger,4,4,No
627,Bandhavgarh,C04-BTR21-126,C04-BTR21-126-SC01-A-B,SCAT,Post predation,Winter,Tiger,6,6,No
628,Bandhavgarh,C04-BTR21-126,C04-BTR21-126-SH01,SHED HAIR,Post predation,Winter,Tiger,43,41,Yes
629,Bandhavgarh,C04-BTR21-126,C04-BTR21-126-SH02,SHED HAIR,Post predation,Winter,Tiger,24,22,No
630,Bandhavgarh,C04-BTR21-126,C04-BTR21-126-SH03,SHED HAIR,Predation,Winter,Tiger,58,55,Yes
631,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH01,SHED HAIR,Predation,Winter,Tiger,3,3,No
632,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH02,SHED HAIR,Post predation,Winter,Tiger,0,0,No
633,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH03,SHED HAIR,Post predation,Winter,Tiger,42,41,Yes
634,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH04,SHED HAIR,Post predation,Winter,Tiger,73,67,Yes
635,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH05,SHED HAIR,Predation,Winter,Tiger,31,30,No
636,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SH06,SHED HAIR,Post predation,Winter,Tiger,27,26,No
637,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SL01,SALIVA,Post predation,Winter,Tiger,68,60,Yes
638,Bandhavgarh,C04-BTR21-127,C04-BTR21-127-SL02,SALIVA,Post predation,Winter,Tiger,49,47,Yes
639,Bandhavgarh,C04-BTR21-129,C04-BTR21-129-SH01,SHED HAIR,Post predation,Winter,Tiger,33,32,No
640,Bandhavgarh,C04-BTR21-129,C04-BTR21-129-SL01,SALIVA,Predation,Winter,NA,NA,NA,NA
641,Bandhavgarh,C04-BTR21-129,C04-BTR21-129-SL02,SALIVA,Post predation,Winter,Tiger,54,51,Yes
642,Bandhavgarh,C04-BTR21-130,C04-BTR21-130-SH01,SHED HAIR,Predation,Winter,Tiger,35,33,No
643,Bandhavgarh,C04-BTR21-130,C04-BTR21-130-SH02,SHED HAIR,Post predation,Winter,Tiger,76,70,Yes
644,Bandhavgarh,C04-BTR21-130,C04-BTR21-130-SL01,SALIVA,Post predation,Winter,NA,NA,NA,NA
645,Bandhavgarh,C04-BTR21-130,C04-BTR21-130-SL02,SALIVA,Predation,Winter,Tiger,4,4,No
646,Bandhavgarh,C04-BTR21-131,C04-BTR21-131-SH01,SHED HAIR,Predation,Winter,Tiger,67,63,Yes
647,Bandhavgarh,C04-BTR21-131,C04-BTR21-131-SL01,SALIVA,Predation,Winter,Tiger,97,88,Yes
648,Bandhavgarh,C04-BTR21-131,C04-BTR21-131-SL02,SALIVA,Post predation,Winter,Tiger,57,55,Yes
649,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SC01-A-B,SCAT,Post predation,Winter,Tiger,63,61,Yes
650,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SH01,SHED HAIR,Post predation,Winter,Tiger,76,68,Yes
651,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SH02,SHED HAIR,Post predation,Winter,Tiger,24,22,No
652,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SH03,SHED HAIR,Predation,Winter,Tiger,0,0,No
653,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SL01,SALIVA,Post predation,Winter,Tiger,98,91,Yes
654,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SL02,SALIVA,Post predation,Winter,Tiger,99,89,Yes
655,Bandhavgarh,C04-BTR21-132,C04-BTR21-132-SL03,SALIVA,Post predation,Winter,Tiger,107,93,Yes
656,Bandhavgarh,C04-BTR21-094,C04-BTR21-94-SH01,SHED HAIR,Post predation,Monsoon,Tiger,69,63,Yes
657,Bandhavgarh,C04-BTR21-094,C04-BTR21-94-SH02,SHED HAIR,Post predation,Monsoon,Tiger,79,72,Yes
658,Bandhavgarh,C04-BTR21-094,C04-BTR21-94-SH03,SHED HAIR,Post predation,Monsoon,Tiger,62,58,Yes
659,Bandhavgarh,C04-BTR21-094,C04-BTR21-94-SH04,SHED HAIR,Predation,Monsoon,Tiger,64,60,Yes
660,Bandhavgarh,C04-BTR21-095,C04-BTR21-95-SH01,SHED HAIR,Predation,Monsoon,Tiger,4,4,No
661,Bandhavgarh,C04-BTR21-095,C04-BTR21-95-SH02,SHED HAIR,Post predation,Monsoon,Tiger,68,64,Yes
662,Bandhavgarh,C04-BTR21-095,C04-BTR21-95-SH03,SHED HAIR,Post predation,Monsoon,Tiger,38,35,No
663,Bandhavgarh,C04-BTR21-097,C04-BTR21-97-SH01,SHED HAIR,Post predation,Monsoon,Tiger,60,56,Yes
664,Bandhavgarh,C04-BTR21-097,C04-BTR21-97-SH02,SHED HAIR,Post predation,Monsoon,Tiger,69,64,Yes
665,Bandhavgarh,C04-BTR21-097,C04-BTR21-97-SH03,SHED HAIR,Predation,Monsoon,Tiger,0,0,No
666,Bandhavgarh,C04-BTR21-097,C04-BTR21-97-SH04,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
667,Bandhavgarh,C04-BTR21-99,C04-BTR21-99-SH01,SHED HAIR,Predation,Monsoon,Tiger,97,83,Yes
668,Bandhavgarh,C04-BTR21-99,C04-BTR21-99-SH02,SHED HAIR,Post predation,Monsoon,Tiger,101,89,Yes
669,Bandhavgarh,C04-BTR21-99,C04-BTR21-99-SH03,SHED HAIR,Post predation,Monsoon,Tiger,71,66,Yes
670,Bandhavgarh,C04-BTR21-99,C04-BTR21-99-SH04,SHED HAIR,Post predation,Monsoon,Tiger,103,89,Yes
671,Bandhavgarh,C04-BTR22-133,C04-BTR22-133-SH01,SHED HAIR,Predation,Winter,Tiger,53,50,Yes
672,Bandhavgarh,C04-BTR22-133,C04-BTR22-133-SL01,SALIVA,Predation,Winter,Tiger,39,39,No
673,Bandhavgarh,C04-BTR22-133,C04-BTR22-133-SL02,SALIVA,Post predation,Winter,Tiger,4,4,No
674,Bandhavgarh,C04-BTR22-134,C04-BTR22-134-SH01,SHED HAIR,Post predation,Winter,Tiger,6,6,No
675,Bandhavgarh,C04-BTR22-134,C04-BTR22-134-SL01,SALIVA,Post predation,Winter,Tiger,0,0,No
676,Bandhavgarh,C04-BTR22-134,C04-BTR22-134-SL02,SALIVA,Predation,Winter,Tiger,6,6,No
677,Bandhavgarh,C04-BTR22-135,C04-BTR22-135-SH01,SHED HAIR,Post predation,Winter,Tiger,61,57,Yes
678,Bandhavgarh,C04-BTR22-135,C04-BTR22-135-SH02,SHED HAIR,Post predation,Winter,Tiger,54,50,Yes
679,Bandhavgarh,C04-BTR22-135,C04-BTR22-135-SL01,SALIVA,Predation,Winter,Tiger,74,69,Yes
680,Bandhavgarh,C04-BTR22-135,C04-BTR22-135-SL02,SALIVA,Post predation,Winter,Tiger,47,43,Yes
681,Bandhavgarh,C04-BTR22-136,C04-BTR22-136-SH01,SHED HAIR,Post predation,Winter,Tiger,59,54,Yes
682,Bandhavgarh,C04-BTR22-136,C04-BTR22-136-SL01,SALIVA,Predation,Winter,Tiger,12,12,No
683,Bandhavgarh,C04-BTR22-136,C04-BTR22-136-SL02,SALIVA,Post predation,Winter,Tiger,3,3,No
684,Bandhavgarh,C04-BTR22-137,C04-BTR22-137-SH01,SHED HAIR,Post predation,Winter,Tiger,2,2,No
685,Bandhavgarh,C04-BTR22-137,C04-BTR22-137-SH02,SHED HAIR,Predation,Winter,Tiger,68,63,Yes
686,Bandhavgarh,C04-BTR22-137,C04-BTR22-137-SL01,SALIVA,Post predation,Winter,NA,NA,NA,NA
687,Bandhavgarh,C04-BTR22-137,C04-BTR22-137-SL02,SALIVA,Post predation,Winter,NA,NA,NA,NA
688,Bandhavgarh,C04-BTR22-138,C04-BTR22-138-SH01,SHED HAIR,Post predation,Winter,NA,NA,NA,NA
689,Bandhavgarh,C04-BTR22-138,C04-BTR22-138-SL01,SALIVA,Predation,Winter,Tiger,68,65,Yes
690,Bandhavgarh,C04-BTR22-138,C04-BTR22-138-SL02,SALIVA,Post predation,Winter,Tiger,84,77,Yes
691,Bandhavgarh,C04-BTR22-139,C04-BTR22-139-SH01,SHED HAIR,Predation,Winter,Tiger,56,52,Yes
692,Bandhavgarh,C04-BTR22-139,C04-BTR22-139-SH02,SHED HAIR,Post predation,Winter,Tiger,106,92,Yes
693,Bandhavgarh,C04-BTR22-139,C04-BTR22-139-SH03,SHED HAIR,Post predation,Winter,Tiger,51,48,Yes
694,Bandhavgarh,C04-BTR22-139,C04-BTR22-139-SL01,SALIVA,Predation,Winter,Tiger,91,82,Yes
695,Bandhavgarh,C04-BTR22-139,C04-BTR22-139-SL02,SALIVA,Post predation,Winter,Tiger,94,86,Yes
696,Bandhavgarh,C04-BTR22-144,C04-BTR22-144-SH01,SHED HAIR,Post predation,Winter,Tiger,68,64,Yes
697,Bandhavgarh,C04-BTR22-144,C04-BTR22-144-SH02,SHED HAIR,Post predation,Winter,Tiger,75,68,Yes
698,Bandhavgarh,C04-BTR22-144,C04-BTR22-144-SL01,SALIVA,Predation,Winter,Tiger,95,86,Yes
699,Bandhavgarh,C04-BTR22-144,C04-BTR22-144-SL02,SALIVA,Post predation,Winter,Tiger,102,90,Yes
700,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SH01,SHED HAIR,Post predation,Winter,Tiger,58,54,Yes
701,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SH02,SHED HAIR,Post predation,Winter,Tiger,47,45,Yes
702,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SH03,SHED HAIR,Predation,Winter,Tiger,80,74,Yes
703,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SH04,SHED HAIR,Post predation,Winter,Tiger,56,52,Yes
704,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SL01,SALIVA,Predation,Winter,Tiger,47,46,Yes
705,Bandhavgarh,C04-BTR22-145,C04-BTR22-145-SL02,SALIVA,Post predation,Winter,Tiger,6,6,No
706,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SH01,SHED HAIR,Predation,Winter,Tiger,0,0,No
707,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SH02,SHED HAIR,Post predation,Winter,Tiger,66,62,Yes
708,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SH03,SHED HAIR,Post predation,Winter,Tiger,74,70,Yes
709,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SH04,SHED HAIR,Post predation,Winter,Tiger,4,4,No
710,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SL01,SALIVA,Predation,Winter,Tiger,87,81,Yes
711,Bandhavgarh,C04-BTR22-147,C04-BTR22-147-SL02,SALIVA,Post predation,Winter,Tiger,50,47,Yes
712,Bandhavgarh,C04-BTR22-148,C04-BTR22-148-SH01,SHED HAIR,Post predation,Winter,Tiger,31,30,No
713,Bandhavgarh,C04-BTR22-148,C04-BTR22-148-SH02,SHED HAIR,Predation,Winter,Tiger,65,61,Yes
714,Bandhavgarh,C04-BTR22-148,C04-BTR22-148-SL01,SALIVA,Predation,Winter,Tiger,4,4,No
715,Bandhavgarh,C04-BTR22-149,C04-BTR22-149-SH01,SHED HAIR,Predation,Winter,Tiger,58,54,Yes
716,Bandhavgarh,C04-BTR22-149,C04-BTR22-149-SH02,SHED HAIR,Post predation,Winter,Tiger,28,27,No
717,Bandhavgarh,C04-BTR22-149,C04-BTR22-149-SL01,SALIVA,Predation,Winter,Tiger,4,4,No
718,Bandhavgarh,C04-BTR22-149,C04-BTR22-149-SL02,SALIVA,Post predation,Winter,Tiger,100,90,Yes
719,Bandhavgarh,C04-BTR22-151,C04-BTR22-151-SH01,SHED HAIR,Predation,Winter,Tiger,12,12,No
720,Bandhavgarh,C04-BTR22-151,C04-BTR22-151-SH02,SHED HAIR,Post predation,Winter,Tiger,35,33,No
721,Bandhavgarh,C04-BTR22-151,C04-BTR22-151-SL01,SALIVA,Predation,Winter,Tiger,60,59,Yes
722,Bandhavgarh,C04-BTR22-151,C04-BTR22-151-SL02,SALIVA,Post predation,Winter,Tiger,47,44,Yes
723,Bandhavgarh,C04-BTR22-152,C04-BTR22-152-SH01,SHED HAIR,Post predation,Winter,Tiger,4,4,No
724,Bandhavgarh,C04-BTR22-152,C04-BTR22-152-SH02,SHED HAIR,Predation,Winter,Tiger,64,59,Yes
725,Bandhavgarh,C04-BTR22-152,C04-BTR22-152-SL01,SALIVA,Predation,Winter,Tiger,2,2,No
726,Bandhavgarh,C04-BTR22-159,C04-BTR22-159-SH01,SHED HAIR,Post predation,Summer,Tiger,0,0,No
727,Bandhavgarh,C04-BTR22-159,C04-BTR22-159-SH02,SHED HAIR,Post predation,Summer,Tiger,33,31,No
728,Bandhavgarh,C04-BTR22-159,C04-BTR22-159-SH03,SHED HAIR,Predation,Summer,Tiger,5,5,No
729,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH01,SHED HAIR,Post predation,Summer,Tiger,60,57,Yes
730,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH02,SHED HAIR,Post predation,Summer,Tiger,5,5,No
731,Bandhavgarh,C04-BTR22-163,C04-BTR22-163-SH03,SHED HAIR,Predation,Summer,Tiger,13,13,No
732,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH01,SHED HAIR,Post predation,Summer,Tiger,65,60,Yes
733,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH02,SHED HAIR,Post predation,Summer,Tiger,28,28,No
734,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH03,SHED HAIR,Post predation,Summer,Tiger,63,58,Yes
735,Bandhavgarh,C04-BTR22-166,C04-BTR22-166-SH04,SHED HAIR,Predation,Summer,Tiger,53,49,Yes
736,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH01,SHED HAIR,Post predation,Summer,Tiger,27,26,No
737,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH02,SHED HAIR,Post predation,Summer,Tiger,53,50,Yes
738,Bandhavgarh,C04-BTR22-167,C04-BTR22-167-SH03,SHED HAIR,Predation,Summer,Tiger,17,16,No
739,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH01,SHED HAIR,Predation,Summer,Tiger,60,58,Yes
740,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH02,SHED HAIR,Post predation,Summer,Tiger,45,43,Yes
741,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH03,SHED HAIR,Post predation,Summer,Tiger,25,24,No
742,Bandhavgarh,C04-BTR22-168,C04-BTR22-168-SH04,SHED HAIR,Post predation,Summer,Tiger,54,52,Yes
743,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH01,SHED HAIR,Post predation,Summer,Tiger,6,6,No
744,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH02,SHED HAIR,Post predation,Summer,Tiger,29,27,No
745,Bandhavgarh,C04-BTR22-169,C04-BTR22-169-SH03,SHED HAIR,Post predation,Summer,NA,NA,NA,NA
746,Bandhavgarh,C04-BTR22-175,C04-BTR22-175-SH03,SHED HAIR,Post predation,Summer,Tiger,5,5,No
747,Bandhavgarh,C04-BTR22-175,C04-BTR22-175-SH04,SHED HAIR,Post predation,Summer,Tiger,25,25,No
748,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH01,SHED HAIR,Predation,Summer,Tiger,73,68,Yes
749,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH02,SHED HAIR,Post predation,Summer,Tiger,50,47,Yes
750,Bandhavgarh,C04-BTR22-177,C04-BTR22-177-SH03,SHED HAIR,Post predation,Summer,Tiger,0,0,No
751,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH01,SHED HAIR,Predation,Summer,Tiger,7,7,No
752,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH02,SHED HAIR,Post predation,Summer,Tiger,99,89,Yes
753,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SH03,SHED HAIR,Post predation,Summer,Tiger,81,76,Yes
754,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL01,SALIVA,Post predation,Summer,Tiger,81,75,Yes
755,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL02,SALIVA,Post predation,Summer,Tiger,60,56,Yes
756,Bandhavgarh,C04-BTR22-178,C04-BTR22-178-SL03,SALIVA,Post predation,Summer,Tiger,69,65,Yes
757,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH01,SHED HAIR,Post predation,Summer,Tiger,4,4,No
758,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH02,SHED HAIR,Post predation,Summer,Tiger,95,88,Yes
759,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SH03,SHED HAIR,Post predation,Summer,Tiger,7,6,No
760,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL01,SALIVA,Predation,Summer,Tiger,3,3,No
761,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL02,SALIVA,Post predation,Summer,Tiger,4,4,No
762,Bandhavgarh,C04-BTR22-179,C04-BTR22-179-SL03,SALIVA,Post predation,Summer,Tiger,34,32,No
763,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SH01,SHED HAIR,Predation,Summer,Tiger,61,58,Yes
764,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SH02,SHED HAIR,Post predation,Summer,Tiger,72,68,Yes
765,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL01,SALIVA,Predation,Summer,Tiger,103,92,Yes
766,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL02,SALIVA,Post predation,Summer,Tiger,52,49,Yes
767,Bandhavgarh,C04-BTR22-181,C04-BTR22-181-SL03,SALIVA,Post predation,Summer,Tiger,81,75,Yes
768,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SH01,SHED HAIR,Post predation,Summer,Tiger,105,93,Yes
769,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SH02,SHED HAIR,Predation,Summer,Tiger,108,93,Yes
770,Bandhavgarh,C04-BTR22-182,C04-BTR22-182-SL01,SALIVA,Predation,Summer,Tiger,105,91,Yes
